Set	ExtraCondition	PrimeLanguage	PrimeType	TargetType	TargetLanguage	PrimeSentence	TargetSentence	FullSentence
Set20	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher sells the cowboy a jug	The painter sells the swimmer a hat	The teacher sells the cowboy a jug. The painter sells the swimmer a hat.
Set20	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher sells the cowboy a jug	The painter sells a hat to the swimmer	The teacher sells the cowboy a jug. The painter sells a hat to the swimmer.
Set20	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher sells a jug to the cowboy	The painter sells the swimmer a hat	The teacher sells a jug to the cowboy. The painter sells the swimmer a hat.
Set20	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher sells a jug to the cowboy	The painter sells a hat to the swimmer	The teacher sells a jug to the cowboy. The painter sells a hat to the swimmer.
Set20	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The sailor throws the teacher a banana	The painter sells the swimmer a hat	The sailor throws the teacher a banana. The painter sells the swimmer a hat.
Set20	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The sailor throws the teacher a banana	The painter sells a hat to the swimmer	The sailor throws the teacher a banana. The painter sells a hat to the swimmer.
Set20	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The sailor throws a banana to the teacher	The painter sells the swimmer a hat	The sailor throws a banana to the teacher. The painter sells the swimmer a hat.
Set20	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The sailor throws a banana to the teacher	The painter sells a hat to the swimmer	The sailor throws a banana to the teacher. The painter sells a hat to the swimmer.
Set21	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The nun shows the prisoner a hat	The burglar shows the soldier a cup	The nun shows the prisoner a hat. The burglar shows the soldier a cup.
Set21	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The nun shows the prisoner a hat	The burglar shows a cup to the soldier	The nun shows the prisoner a hat. The burglar shows a cup to the soldier.
Set21	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The nun shows a hat to the prisoner	The burglar shows the soldier a cup	The nun shows a hat to the prisoner. The burglar shows the soldier a cup.
Set21	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The nun shows a hat to the prisoner	The burglar shows a cup to the soldier	The nun shows a hat to the prisoner. The burglar shows a cup to the soldier.
Set21	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The policeman throws the waitress an apple	The burglar shows the soldier a cup	The policeman throws the waitress an apple. The burglar shows the soldier a cup.
Set21	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The policeman throws the waitress an apple	The burglar shows a cup to the soldier	The policeman throws the waitress an apple. The burglar shows a cup to the soldier.
Set21	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The policeman throws an apple to the waitress	The burglar shows the soldier a cup	The policeman throws an apple to the waitress. The burglar shows the soldier a cup.
Set21	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The policeman throws an apple to the waitress	The burglar shows a cup to the soldier	The policeman throws an apple to the waitress. The burglar shows a cup to the soldier.
Set22	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy throws the dancer a ball	The pirate throws the sailor a book	The cowboy throws the dancer a ball. The pirate throws the sailor a book.
Set22	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy throws the dancer a ball	The pirate throws a book to the sailor	The cowboy throws the dancer a ball. The pirate throws a book to the sailor.
Set22	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy throws a ball to the dancer	The pirate throws the sailor a book	The cowboy throws a ball to the dancer. The pirate throws the sailor a book.
Set22	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy throws a ball to the dancer	The pirate throws a book to the sailor	The cowboy throws a ball to the dancer. The pirate throws a book to the sailor.
Set22	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The chef sells the nun a gun	The pirate throws the sailor a book	The chef sells the nun a gun. The pirate throws the sailor a book.
Set22	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The chef sells the nun a gun	The pirate throws a book to the sailor	The chef sells the nun a gun. The pirate throws a book to the sailor.
Set22	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The chef sells a gun to the nun	The pirate throws the sailor a book	The chef sells a gun to the nun. The pirate throws the sailor a book.
Set22	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The chef sells a gun to the nun	The pirate throws a book to the sailor	The chef sells a gun to the nun. The pirate throws a book to the sailor.
Set23	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The chef gives the swimmer a hat	The dancer gives the sailor a cup	The chef gives the swimmer a hat. The dancer gives the sailor a cup.
Set23	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The chef gives the swimmer a hat	The dancer gives a cup to the sailor	The chef gives the swimmer a hat. The dancer gives a cup to the sailor.
Set23	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The chef gives a hat to the swimmer	The dancer gives the sailor a cup	The chef gives a hat to the swimmer. The dancer gives the sailor a cup.
Set23	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The chef gives a hat to the swimmer	The dancer gives a cup to the sailor	The chef gives a hat to the swimmer. The dancer gives a cup to the sailor.
Set23	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy offers the monk a pie	The dancer gives the sailor a cup	The cowboy offers the monk a pie. The dancer gives the sailor a cup.
Set23	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy offers the monk a pie	The dancer gives a cup to the sailor	The cowboy offers the monk a pie. The dancer gives a cup to the sailor.
Set23	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy offers a pie to the monk	The dancer gives the sailor a cup	The cowboy offers a pie to the monk. The dancer gives the sailor a cup.
Set23	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy offers a pie to the monk	The dancer gives a cup to the sailor	The cowboy offers a pie to the monk. The dancer gives a cup to the sailor.
Set24	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The dancer hands the doctor an apple	The chef hands the sailor a hat	The dancer hands the doctor an apple. The chef hands the sailor a hat.
Set24	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The dancer hands the doctor an apple	The chef hands a hat to the sailor	The dancer hands the doctor an apple. The chef hands a hat to the sailor.
Set24	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The dancer hands an apple to the doctor	The chef hands the sailor a hat	The dancer hands an apple to the doctor. The chef hands the sailor a hat.
Set24	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The dancer hands an apple to the doctor	The chef hands a hat to the sailor	The dancer hands an apple to the doctor. The chef hands a hat to the sailor.
Set24	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher gives the dancer an apple	The chef hands the sailor a hat	The teacher gives the dancer an apple. The chef hands the sailor a hat.
Set24	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher gives the dancer an apple	The chef hands a hat to the sailor	The teacher gives the dancer an apple. The chef hands a hat to the sailor.
Set24	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher gives an apple to the dancer	The chef hands the sailor a hat	The teacher gives an apple to the dancer. The chef hands the sailor a hat.
Set24	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher gives an apple to the dancer	The chef hands a hat to the sailor	The teacher gives an apple to the dancer. The chef hands a hat to the sailor.
Set25	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The soldier throws the waitress a jug	The cowboy throws the swimmer a pie	The soldier throws the waitress a jug. The cowboy throws the swimmer a pie.
Set25	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The soldier throws the waitress a jug	The cowboy throws a pie to the swimmer	The soldier throws the waitress a jug. The cowboy throws a pie to the swimmer.
Set25	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The soldier throws a jug to the waitress	The cowboy throws the swimmer a pie	The soldier throws a jug to the waitress. The cowboy throws the swimmer a pie.
Set25	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The soldier throws a jug to the waitress	The cowboy throws a pie to the swimmer	The soldier throws a jug to the waitress. The cowboy throws a pie to the swimmer.
Set25	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk sells the dancer a hat	The cowboy throws the swimmer a pie	The monk sells the dancer a hat. The cowboy throws the swimmer a pie.
Set25	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk sells the dancer a hat	The cowboy throws a pie to the swimmer	The monk sells the dancer a hat. The cowboy throws a pie to the swimmer.
Set25	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk sells a hat to the dancer	The cowboy throws the swimmer a pie	The monk sells a hat to the dancer. The cowboy throws the swimmer a pie.
Set25	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk sells a hat to the dancer	The cowboy throws a pie to the swimmer	The monk sells a hat to the dancer. The cowboy throws a pie to the swimmer.
Set26	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The pirate shows the burglar an apple	The nun shows the monk a banana	The pirate shows the burglar an apple. The nun shows the monk a banana.
Set26	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The pirate shows the burglar an apple	The nun shows a banana to the monk	The pirate shows the burglar an apple. The nun shows a banana to the monk.
Set26	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The pirate shows an apple to the burglar	The nun shows the monk a banana	The pirate shows an apple to the burglar. The nun shows the monk a banana.
Set26	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The pirate shows an apple to the burglar	The nun shows a banana to the monk	The pirate shows an apple to the burglar. The nun shows a banana to the monk.
Set26	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The painter hands the waitress a hat	The nun shows the monk a banana	The painter hands the waitress a hat. The nun shows the monk a banana.
Set26	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The painter hands the waitress a hat	The nun shows a banana to the monk	The painter hands the waitress a hat. The nun shows a banana to the monk.
Set26	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The painter hands a hat to the waitress	The nun shows the monk a banana	The painter hands a hat to the waitress. The nun shows the monk a banana.
Set26	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The painter hands a hat to the waitress	The nun shows a banana to the monk	The painter hands a hat to the waitress. The nun shows a banana to the monk.
Set27	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy offers the burglar a hat	The waitress offers the sailor a gun	The cowboy offers the burglar a hat. The waitress offers the sailor a gun.
Set27	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy offers the burglar a hat	The waitress offers a gun to the sailor	The cowboy offers the burglar a hat. The waitress offers a gun to the sailor.
Set27	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy offers a hat to the burglar	The waitress offers the sailor a gun	The cowboy offers a hat to the burglar. The waitress offers the sailor a gun.
Set27	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy offers a hat to the burglar	The waitress offers a gun to the sailor	The cowboy offers a hat to the burglar. The waitress offers a gun to the sailor.
Set27	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk hands the dancer a cup	The waitress offers the sailor a gun	The monk hands the dancer a cup. The waitress offers the sailor a gun.
Set27	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk hands the dancer a cup	The waitress offers a gun to the sailor	The monk hands the dancer a cup. The waitress offers a gun to the sailor.
Set27	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk hands a cup to the dancer	The waitress offers the sailor a gun	The monk hands a cup to the dancer. The waitress offers the sailor a gun.
Set27	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk hands a cup to the dancer	The waitress offers a gun to the sailor	The monk hands a cup to the dancer. The waitress offers a gun to the sailor.
Set28	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The pirate hands the boxer a pie	The painter hands the waitress a gun	The pirate hands the boxer a pie. The painter hands the waitress a gun.
Set28	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The pirate hands the boxer a pie	The painter hands a gun to the waitress	The pirate hands the boxer a pie. The painter hands a gun to the waitress.
Set28	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The pirate hands a pie to the boxer	The painter hands the waitress a gun	The pirate hands a pie to the boxer. The painter hands the waitress a gun.
Set28	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The pirate hands a pie to the boxer	The painter hands a gun to the waitress	The pirate hands a pie to the boxer. The painter hands a gun to the waitress.
Set28	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy shows the pirate an apple	The painter hands the waitress a gun	The cowboy shows the pirate an apple. The painter hands the waitress a gun.
Set28	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy shows the pirate an apple	The painter hands a gun to the waitress	The cowboy shows the pirate an apple. The painter hands a gun to the waitress.
Set28	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy shows an apple to the pirate	The painter hands the waitress a gun	The cowboy shows an apple to the pirate. The painter hands the waitress a gun.
Set28	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy shows an apple to the pirate	The painter hands a gun to the waitress	The cowboy shows an apple to the pirate. The painter hands a gun to the waitress.
Set29	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher sells the burglar a banana	The dancer sells the nun a book	The teacher sells the burglar a banana. The dancer sells the nun a book.
Set29	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher sells the burglar a banana	The dancer sells a book to the nun	The teacher sells the burglar a banana. The dancer sells a book to the nun.
Set29	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher sells a banana to the burglar	The dancer sells the nun a book	The teacher sells a banana to the burglar. The dancer sells the nun a book.
Set29	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher sells a banana to the burglar	The dancer sells a book to the nun	The teacher sells a banana to the burglar. The dancer sells a book to the nun.
Set29	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher offers the prisoner a cup	The dancer sells the nun a book	The teacher offers the prisoner a cup. The dancer sells the nun a book.
Set29	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher offers the prisoner a cup	The dancer sells a book to the nun	The teacher offers the prisoner a cup. The dancer sells a book to the nun.
Set29	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher offers a cup to the prisoner	The dancer sells the nun a book	The teacher offers a cup to the prisoner. The dancer sells the nun a book.
Set29	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher offers a cup to the prisoner	The dancer sells a book to the nun	The teacher offers a cup to the prisoner. The dancer sells a book to the nun.
Set30	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk hands the soldier a book	The prisoner hands the doctor a banana	The monk hands the soldier a book. The prisoner hands the doctor a banana.
Set30	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk hands the soldier a book	The prisoner hands a banana to the doctor	The monk hands the soldier a book. The prisoner hands a banana to the doctor.
Set30	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk hands a book to the soldier	The prisoner hands the doctor a banana	The monk hands a book to the soldier. The prisoner hands the doctor a banana.
Set30	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk hands a book to the soldier	The prisoner hands a banana to the doctor	The monk hands a book to the soldier. The prisoner hands a banana to the doctor.
Set30	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The chef throws the boxer a hat	The prisoner hands the doctor a banana	The chef throws the boxer a hat. The prisoner hands the doctor a banana.
Set30	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The chef throws the boxer a hat	The prisoner hands a banana to the doctor	The chef throws the boxer a hat. The prisoner hands a banana to the doctor.
Set30	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The chef throws a hat to the boxer	The prisoner hands the doctor a banana	The chef throws a hat to the boxer. The prisoner hands the doctor a banana.
Set30	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The chef throws a hat to the boxer	The prisoner hands a banana to the doctor	The chef throws a hat to the boxer. The prisoner hands a banana to the doctor.
Set31	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The burglar shows the soldier a hat	The pirate shows the boxer a jug	The burglar shows the soldier a hat. The pirate shows the boxer a jug.
Set31	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The burglar shows the soldier a hat	The pirate shows a jug to the boxer	The burglar shows the soldier a hat. The pirate shows a jug to the boxer.
Set31	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The burglar shows a hat to the soldier	The pirate shows the boxer a jug	The burglar shows a hat to the soldier. The pirate shows the boxer a jug.
Set31	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The burglar shows a hat to the soldier	The pirate shows a jug to the boxer	The burglar shows a hat to the soldier. The pirate shows a jug to the boxer.
Set31	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk gives the doctor a cup	The pirate shows the boxer a jug	The monk gives the doctor a cup. The pirate shows the boxer a jug.
Set31	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk gives the doctor a cup	The pirate shows a jug to the boxer	The monk gives the doctor a cup. The pirate shows a jug to the boxer.
Set31	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk gives a cup to the doctor	The pirate shows the boxer a jug	The monk gives a cup to the doctor. The pirate shows the boxer a jug.
Set31	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk gives a cup to the doctor	The pirate shows a jug to the boxer	The monk gives a cup to the doctor. The pirate shows a jug to the boxer.
Set32	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The prisoner sells the nun an apple	The chef sells the clown a pie	The prisoner sells the nun an apple. The chef sells the clown a pie.
Set32	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The prisoner sells the nun an apple	The chef sells a pie to the clown	The prisoner sells the nun an apple. The chef sells a pie to the clown.
Set32	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The prisoner sells an apple to the nun	The chef sells the clown a pie	The prisoner sells an apple to the nun. The chef sells the clown a pie.
Set32	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The prisoner sells an apple to the nun	The chef sells a pie to the clown	The prisoner sells an apple to the nun. The chef sells a pie to the clown.
Set32	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The doctor shows the soldier a cup	The chef sells the clown a pie	The doctor shows the soldier a cup. The chef sells the clown a pie.
Set32	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The doctor shows the soldier a cup	The chef sells a pie to the clown	The doctor shows the soldier a cup. The chef sells a pie to the clown.
Set32	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The doctor shows a cup to the soldier	The chef sells the clown a pie	The doctor shows a cup to the soldier. The chef sells the clown a pie.
Set32	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The doctor shows a cup to the soldier	The chef sells a pie to the clown	The doctor shows a cup to the soldier. The chef sells a pie to the clown.
Set33	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The swimmer shows the soldier a gun	The chef shows the nun a hat	The swimmer shows the soldier a gun. The chef shows the nun a hat.
Set33	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The swimmer shows the soldier a gun	The chef shows a hat to the nun	The swimmer shows the soldier a gun. The chef shows a hat to the nun.
Set33	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The swimmer shows a gun to the soldier	The chef shows the nun a hat	The swimmer shows a gun to the soldier. The chef shows the nun a hat.
Set33	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The swimmer shows a gun to the soldier	The chef shows a hat to the nun	The swimmer shows a gun to the soldier. The chef shows a hat to the nun.
Set33	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The prisoner gives the boxer a pie	The chef shows the nun a hat	The prisoner gives the boxer a pie. The chef shows the nun a hat.
Set33	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The prisoner gives the boxer a pie	The chef shows a hat to the nun	The prisoner gives the boxer a pie. The chef shows a hat to the nun.
Set33	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The prisoner gives a pie to the boxer	The chef shows the nun a hat	The prisoner gives a pie to the boxer. The chef shows the nun a hat.
Set33	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The prisoner gives a pie to the boxer	The chef shows a hat to the nun	The prisoner gives a pie to the boxer. The chef shows a hat to the nun.
Set34	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The waitress offers the doctor a cup	The teacher offers the chef a hat	The waitress offers the doctor a cup. The teacher offers the chef a hat.
Set34	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The waitress offers the doctor a cup	The teacher offers a hat to the chef	The waitress offers the doctor a cup. The teacher offers a hat to the chef.
Set34	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The waitress offers a cup to the doctor	The teacher offers the chef a hat	The waitress offers a cup to the doctor. The teacher offers the chef a hat.
Set34	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The waitress offers a cup to the doctor	The teacher offers a hat to the chef	The waitress offers a cup to the doctor. The teacher offers a hat to the chef.
Set34	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The dancer gives the nun a banana	The teacher offers the chef a hat	The dancer gives the nun a banana. The teacher offers the chef a hat.
Set34	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The dancer gives the nun a banana	The teacher offers a hat to the chef	The dancer gives the nun a banana. The teacher offers a hat to the chef.
Set34	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The dancer gives a banana to the nun	The teacher offers the chef a hat	The dancer gives a banana to the nun. The teacher offers the chef a hat.
Set34	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The dancer gives a banana to the nun	The teacher offers a hat to the chef	The dancer gives a banana to the nun. The teacher offers a hat to the chef.
Set35	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The prisoner sells the doctor a ball	The burglar sells the sailor a book	The prisoner sells the doctor a ball. The burglar sells the sailor a book.
Set35	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The prisoner sells the doctor a ball	The burglar sells a book to the sailor	The prisoner sells the doctor a ball. The burglar sells a book to the sailor.
Set35	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The prisoner sells a ball to the doctor	The burglar sells the sailor a book	The prisoner sells a ball to the doctor. The burglar sells the sailor a book.
Set35	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The prisoner sells a ball to the doctor	The burglar sells a book to the sailor	The prisoner sells a ball to the doctor. The burglar sells a book to the sailor.
Set35	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher offers the prisoner a cup	The burglar sells the sailor a book	The teacher offers the prisoner a cup. The burglar sells the sailor a book.
Set35	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher offers the prisoner a cup	The burglar sells a book to the sailor	The teacher offers the prisoner a cup. The burglar sells a book to the sailor.
Set35	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher offers a cup to the prisoner	The burglar sells the sailor a book	The teacher offers a cup to the prisoner. The burglar sells the sailor a book.
Set35	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher offers a cup to the prisoner	The burglar sells a book to the sailor	The teacher offers a cup to the prisoner. The burglar sells a book to the sailor.
Set36	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy offers the swimmer a banana	The policeman offers the painter a book	The cowboy offers the swimmer a banana. The policeman offers the painter a book.
Set36	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy offers the swimmer a banana	The policeman offers a book to the painter	The cowboy offers the swimmer a banana. The policeman offers a book to the painter.
Set36	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy offers a banana to the swimmer	The policeman offers the painter a book	The cowboy offers a banana to the swimmer. The policeman offers the painter a book.
Set36	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy offers a banana to the swimmer	The policeman offers a book to the painter	The cowboy offers a banana to the swimmer. The policeman offers a book to the painter.
Set36	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk hands the dancer a cup	The policeman offers the painter a book	The monk hands the dancer a cup. The policeman offers the painter a book.
Set36	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk hands the dancer a cup	The policeman offers a book to the painter	The monk hands the dancer a cup. The policeman offers a book to the painter.
Set36	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk hands a cup to the dancer	The policeman offers the painter a book	The monk hands a cup to the dancer. The policeman offers the painter a book.
Set36	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk hands a cup to the dancer	The policeman offers a book to the painter	The monk hands a cup to the dancer. The policeman offers a book to the painter.
Set37	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The clown gives the sailor a jug	The prisoner gives the pirate a hat	The clown gives the sailor a jug. The prisoner gives the pirate a hat.
Set37	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The clown gives the sailor a jug	The prisoner gives a hat to the pirate	The clown gives the sailor a jug. The prisoner gives a hat to the pirate.
Set37	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The clown gives a jug to the sailor	The prisoner gives the pirate a hat	The clown gives a jug to the sailor. The prisoner gives the pirate a hat.
Set37	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The clown gives a jug to the sailor	The prisoner gives a hat to the pirate	The clown gives a jug to the sailor. The prisoner gives a hat to the pirate.
Set37	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The dancer sells the policeman a pie	The prisoner gives the pirate a hat	The dancer sells the policeman a pie. The prisoner gives the pirate a hat.
Set37	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The dancer sells the policeman a pie	The prisoner gives a hat to the pirate	The dancer sells the policeman a pie. The prisoner gives a hat to the pirate.
Set37	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The dancer sells a pie to the policeman	The prisoner gives the pirate a hat	The dancer sells a pie to the policeman. The prisoner gives the pirate a hat.
Set37	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The dancer sells a pie to the policeman	The prisoner gives a hat to the pirate	The dancer sells a pie to the policeman. The prisoner gives a hat to the pirate.
Set38	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The prisoner sells the nun an apple	The teacher sells the sailor a banana	The prisoner sells the nun an apple. The teacher sells the sailor a banana.
Set38	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The prisoner sells the nun an apple	The teacher sells a banana to the sailor	The prisoner sells the nun an apple. The teacher sells a banana to the sailor.
Set38	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The prisoner sells an apple to the nun	The teacher sells the sailor a banana	The prisoner sells an apple to the nun. The teacher sells the sailor a banana.
Set38	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The prisoner sells an apple to the nun	The teacher sells a banana to the sailor	The prisoner sells an apple to the nun. The teacher sells a banana to the sailor.
Set38	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The doctor shows the soldier a cup	The teacher sells the sailor a banana	The doctor shows the soldier a cup. The teacher sells the sailor a banana.
Set38	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The doctor shows the soldier a cup	The teacher sells a banana to the sailor	The doctor shows the soldier a cup. The teacher sells a banana to the sailor.
Set38	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The doctor shows a cup to the soldier	The teacher sells the sailor a banana	The doctor shows a cup to the soldier. The teacher sells the sailor a banana.
Set38	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The doctor shows a cup to the soldier	The teacher sells a banana to the sailor	The doctor shows a cup to the soldier. The teacher sells a banana to the sailor.
Set39	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The clown gives the sailor a jug	The chef gives the boxer a gun	The clown gives the sailor a jug. The chef gives the boxer a gun.
Set39	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The clown gives the sailor a jug	The chef gives a gun to the boxer	The clown gives the sailor a jug. The chef gives a gun to the boxer.
Set39	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The clown gives a jug to the sailor	The chef gives the boxer a gun	The clown gives a jug to the sailor. The chef gives the boxer a gun.
