Set	ExtraCondition	PrimeLanguage	PrimeType	TargetType	TargetLanguage	PrimeSentence	TargetSentence	FullSentence
Set21	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The box of the wizard is yellow	The priest's hand is yellow	The box of the wizard is yellow. The priest's hand is yellow.
Set21	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The box of the wizard is yellow	The hand of the priest is yellow	The box of the wizard is yellow. The hand of the priest is yellow.
Set22	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's eye is green	The witch's eye is green	The girl's eye is green. The witch's eye is green.
Set22	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's eye is green	The eye of the witch is green	The girl's eye is green. The eye of the witch is green.
Set22	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The eye of the girl is green	The witch's eye is green	The eye of the girl is green. The witch's eye is green.
Set22	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The eye of the girl is green	The eye of the witch is green	The eye of the girl is green. The eye of the witch is green.
Set22	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's snail is green	The witch's eye is green	The girl's snail is green. The witch's eye is green.
Set22	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's snail is green	The eye of the witch is green	The girl's snail is green. The eye of the witch is green.
Set22	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The snail of the girl is green	The witch's eye is green	The snail of the girl is green. The witch's eye is green.
Set22	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The snail of the girl is green	The eye of the witch is green	The snail of the girl is green. The eye of the witch is green.
Set23	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's heart is blue	The girl's heart is blue	The nun's heart is blue. The girl's heart is blue.
Set23	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's heart is blue	The heart of the girl is blue	The nun's heart is blue. The heart of the girl is blue.
Set23	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The heart of the nun is blue	The girl's heart is blue	The heart of the nun is blue. The girl's heart is blue.
Set23	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The heart of the nun is blue	The heart of the girl is blue	The heart of the nun is blue. The heart of the girl is blue.
Set23	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's ant is blue	The girl's heart is blue	The nun's ant is blue. The girl's heart is blue.
Set23	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's ant is blue	The heart of the girl is blue	The nun's ant is blue. The heart of the girl is blue.
Set23	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The ant of the nun is blue	The girl's heart is blue	The ant of the nun is blue. The girl's heart is blue.
Set23	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The ant of the nun is blue	The heart of the girl is blue	The ant of the nun is blue. The heart of the girl is blue.
Set24	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's church is yellow	The pirate's church is yellow	The nurse's church is yellow. The pirate's church is yellow.
Set24	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's church is yellow	The church of the pirate is yellow	The nurse's church is yellow. The church of the pirate is yellow.
Set24	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The church of the nurse is yellow	The pirate's church is yellow	The church of the nurse is yellow. The pirate's church is yellow.
Set24	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The church of the nurse is yellow	The church of the pirate is yellow	The church of the nurse is yellow. The church of the pirate is yellow.
Set24	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's sock is yellow	The pirate's church is yellow	The nurse's sock is yellow. The pirate's church is yellow.
Set24	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's sock is yellow	The church of the pirate is yellow	The nurse's sock is yellow. The church of the pirate is yellow.
Set24	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The sock of the nurse is yellow	The pirate's church is yellow	The sock of the nurse is yellow. The pirate's church is yellow.
Set24	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The sock of the nurse is yellow	The church of the pirate is yellow	The sock of the nurse is yellow. The church of the pirate is yellow.
Set25	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's ladder is green	The girl's ladder is green	The priest's ladder is green. The girl's ladder is green.
Set25	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's ladder is green	The ladder of the girl is green	The priest's ladder is green. The ladder of the girl is green.
Set25	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The ladder of the priest is green	The girl's ladder is green	The ladder of the priest is green. The girl's ladder is green.
Set25	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The ladder of the priest is green	The ladder of the girl is green	The ladder of the priest is green. The ladder of the girl is green.
Set25	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's snowman is green	The girl's ladder is green	The priest's snowman is green. The girl's ladder is green.
Set25	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's snowman is green	The ladder of the girl is green	The priest's snowman is green. The ladder of the girl is green.
Set25	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The snowman of the priest is green	The girl's ladder is green	The snowman of the priest is green. The girl's ladder is green.
Set25	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The snowman of the priest is green	The ladder of the girl is green	The snowman of the priest is green. The ladder of the girl is green.
Set26	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's lemon is blue	The boy's lemon is blue	The nun's lemon is blue. The boy's lemon is blue.
Set26	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's lemon is blue	The lemon of the boy is blue	The nun's lemon is blue. The lemon of the boy is blue.
Set26	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The lemon of the nun is blue	The boy's lemon is blue	The lemon of the nun is blue. The boy's lemon is blue.
Set26	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The lemon of the nun is blue	The lemon of the boy is blue	The lemon of the nun is blue. The lemon of the boy is blue.
Set26	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's kettle is blue	The boy's lemon is blue	The nun's kettle is blue. The boy's lemon is blue.
Set26	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's kettle is blue	The lemon of the boy is blue	The nun's kettle is blue. The lemon of the boy is blue.
Set26	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The kettle of the nun is blue	The boy's lemon is blue	The kettle of the nun is blue. The boy's lemon is blue.
Set26	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The kettle of the nun is blue	The lemon of the boy is blue	The kettle of the nun is blue. The lemon of the boy is blue.
Set27	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's nest is red	The wizard's nest is red	The nurse's nest is red. The wizard's nest is red.
Set27	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's nest is red	The nest of the wizard is red	The nurse's nest is red. The nest of the wizard is red.
Set27	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The nest of the nurse is red	The wizard's nest is red	The nest of the nurse is red. The wizard's nest is red.
Set27	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The nest of the nurse is red	The nest of the wizard is red	The nest of the nurse is red. The nest of the wizard is red.
Set27	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's bone is red	The wizard's nest is red	The nurse's bone is red. The wizard's nest is red.
Set27	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's bone is red	The nest of the wizard is red	The nurse's bone is red. The nest of the wizard is red.
Set27	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The bone of the nurse is red	The wizard's nest is red	The bone of the nurse is red. The wizard's nest is red.
Set27	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The bone of the nurse is red	The nest of the wizard is red	The bone of the nurse is red. The nest of the wizard is red.
Set28	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's cage is red	The pirate's cage is red	The nun's cage is red. The pirate's cage is red.
Set28	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's cage is red	The cage of the pirate is red	The nun's cage is red. The cage of the pirate is red.
Set28	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The cage of the nun is red	The pirate's cage is red	The cage of the nun is red. The pirate's cage is red.
Set28	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The cage of the nun is red	The cage of the pirate is red	The cage of the nun is red. The cage of the pirate is red.
Set28	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's dog is red	The pirate's cage is red	The nun's dog is red. The pirate's cage is red.
Set28	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's dog is red	The cage of the pirate is red	The nun's dog is red. The cage of the pirate is red.
Set28	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The dog of the nun is red	The pirate's cage is red	The dog of the nun is red. The pirate's cage is red.
Set28	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The dog of the nun is red	The cage of the pirate is red	The dog of the nun is red. The cage of the pirate is red.
Set29	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The witch's pan is yellow	The pirate's pan is yellow	The witch's pan is yellow. The pirate's pan is yellow.
Set29	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The witch's pan is yellow	The pan of the pirate is yellow	The witch's pan is yellow. The pan of the pirate is yellow.
Set29	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The pan of the witch is yellow	The pirate's pan is yellow	The pan of the witch is yellow. The pirate's pan is yellow.
Set29	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The pan of the witch is yellow	The pan of the pirate is yellow	The pan of the witch is yellow. The pan of the pirate is yellow.
Set29	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The witch's coat is yellow	The pirate's pan is yellow	The witch's coat is yellow. The pirate's pan is yellow.
Set29	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The witch's coat is yellow	The pan of the pirate is yellow	The witch's coat is yellow. The pan of the pirate is yellow.
Set29	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The coat of the witch is yellow	The pirate's pan is yellow	The coat of the witch is yellow. The pirate's pan is yellow.
Set29	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The coat of the witch is yellow	The pan of the pirate is yellow	The coat of the witch is yellow. The pan of the pirate is yellow.
Set30	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's knife is green	The priest's knife is green	The nurse's knife is green. The priest's knife is green.
Set30	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's knife is green	The knife of the priest is green	The nurse's knife is green. The knife of the priest is green.
Set30	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The knife of the nurse is green	The priest's knife is green	The knife of the nurse is green. The priest's knife is green.
Set30	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The knife of the nurse is green	The knife of the priest is green	The knife of the nurse is green. The knife of the priest is green.
Set30	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's tooth is green	The priest's knife is green	The nurse's tooth is green. The priest's knife is green.
Set30	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's tooth is green	The knife of the priest is green	The nurse's tooth is green. The knife of the priest is green.
Set30	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The tooth of the nurse is green	The priest's knife is green	The tooth of the nurse is green. The priest's knife is green.
Set30	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The tooth of the nurse is green	The knife of the priest is green	The tooth of the nurse is green. The knife of the priest is green.
Set31	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's robot is red	The nurse's robot is red	The wizard's robot is red. The nurse's robot is red.
Set31	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's robot is red	The robot of the nurse is red	The wizard's robot is red. The robot of the nurse is red.
Set31	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The robot of the wizard is red	The nurse's robot is red	The robot of the wizard is red. The nurse's robot is red.
Set31	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The robot of the wizard is red	The robot of the nurse is red	The robot of the wizard is red. The robot of the nurse is red.
Set31	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's suitcase is red	The nurse's robot is red	The wizard's suitcase is red. The nurse's robot is red.
Set31	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's suitcase is red	The robot of the nurse is red	The wizard's suitcase is red. The robot of the nurse is red.
Set31	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The suitcase of the wizard is red	The nurse's robot is red	The suitcase of the wizard is red. The nurse's robot is red.
Set31	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The suitcase of the wizard is red	The robot of the nurse is red	The suitcase of the wizard is red. The robot of the nurse is red.
Set32	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The witch's paintbrush is yellow	The nurse's paintbrush is yellow	The witch's paintbrush is yellow. The nurse's paintbrush is yellow.
Set32	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The witch's paintbrush is yellow	The paintbrush of the nurse is yellow	The witch's paintbrush is yellow. The paintbrush of the nurse is yellow.
Set32	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The paintbrush of the witch is yellow	The nurse's paintbrush is yellow	The paintbrush of the witch is yellow. The nurse's paintbrush is yellow.
Set32	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The paintbrush of the witch is yellow	The paintbrush of the nurse is yellow	The paintbrush of the witch is yellow. The paintbrush of the nurse is yellow.
Set32	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The witch's turkey is yellow	The nurse's paintbrush is yellow	The witch's turkey is yellow. The nurse's paintbrush is yellow.
Set32	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The witch's turkey is yellow	The paintbrush of the nurse is yellow	The witch's turkey is yellow. The paintbrush of the nurse is yellow.
Set32	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The turkey of the witch is yellow	The nurse's paintbrush is yellow	The turkey of the witch is yellow. The nurse's paintbrush is yellow.
Set32	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The turkey of the witch is yellow	The paintbrush of the nurse is yellow	The turkey of the witch is yellow. The paintbrush of the nurse is yellow.
Set33	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The boy's rose is blue	The priest's rose is blue	The boy's rose is blue. The priest's rose is blue.
Set33	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The boy's rose is blue	The rose of the priest is blue	The boy's rose is blue. The rose of the priest is blue.
Set33	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The rose of the boy is blue	The priest's rose is blue	The rose of the boy is blue. The priest's rose is blue.
Set33	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The rose of the boy is blue	The rose of the priest is blue	The rose of the boy is blue. The rose of the priest is blue.
Set33	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The boy's hook is blue	The priest's rose is blue	The boy's hook is blue. The priest's rose is blue.
Set33	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The boy's hook is blue	The rose of the priest is blue	The boy's hook is blue. The rose of the priest is blue.
Set33	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The hook of the boy is blue	The priest's rose is blue	The hook of the boy is blue. The priest's rose is blue.
Set33	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The hook of the boy is blue	The rose of the priest is blue	The hook of the boy is blue. The rose of the priest is blue.
Set34	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The pirate's shirt is blue	The boy's shirt is blue	The pirate's shirt is blue. The boy's shirt is blue.
Set34	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The pirate's shirt is blue	The shirt of the boy is blue	The pirate's shirt is blue. The shirt of the boy is blue.
Set34	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The shirt of the pirate is blue	The boy's shirt is blue	The shirt of the pirate is blue. The boy's shirt is blue.
Set34	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The shirt of the pirate is blue	The shirt of the boy is blue	The shirt of the pirate is blue. The shirt of the boy is blue.
Set34	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The pirate's thumb is blue	The boy's shirt is blue	The pirate's thumb is blue. The boy's shirt is blue.
Set34	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The pirate's thumb is blue	The shirt of the boy is blue	The pirate's thumb is blue. The shirt of the boy is blue.
Set34	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The thumb of the pirate is blue	The boy's shirt is blue	The thumb of the pirate is blue. The boy's shirt is blue.
Set34	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The thumb of the pirate is blue	The shirt of the boy is blue	The thumb of the pirate is blue. The shirt of the boy is blue.
Set35	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's sheep is yellow	The priest's sheep is yellow	The girl's sheep is yellow. The priest's sheep is yellow.
Set35	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's sheep is yellow	The sheep of the priest is yellow	The girl's sheep is yellow. The sheep of the priest is yellow.
Set35	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The sheep of the girl is yellow	The priest's sheep is yellow	The sheep of the girl is yellow. The priest's sheep is yellow.
Set35	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The sheep of the girl is yellow	The sheep of the priest is yellow	The sheep of the girl is yellow. The sheep of the priest is yellow.
Set35	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's chair is yellow	The priest's sheep is yellow	The girl's chair is yellow. The priest's sheep is yellow.
Set35	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's chair is yellow	The sheep of the priest is yellow	The girl's chair is yellow. The sheep of the priest is yellow.
Set35	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The chair of the girl is yellow	The priest's sheep is yellow	The chair of the girl is yellow. The priest's sheep is yellow.
Set35	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The chair of the girl is yellow	The sheep of the priest is yellow	The chair of the girl is yellow. The sheep of the priest is yellow.
Set36	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's fly is red	The girl's fly is red	The nun's fly is red. The girl's fly is red.
Set36	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's fly is red	The fly of the girl is red	The nun's fly is red. The fly of the girl is red.
Set36	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The fly of the nun is red	The girl's fly is red	The fly of the nun is red. The girl's fly is red.
Set36	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The fly of the nun is red	The fly of the girl is red	The fly of the nun is red. The fly of the girl is red.
Set36	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's whip is red	The girl's fly is red	The nun's whip is red. The girl's fly is red.
Set36	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's whip is red	The fly of the girl is red	The nun's whip is red. The fly of the girl is red.
Set36	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The whip of the nun is red	The girl's fly is red	The whip of the nun is red. The girl's fly is red.
Set36	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The whip of the nun is red	The fly of the girl is red	The whip of the nun is red. The fly of the girl is red.
Set37	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's shoe is red	The witch's shoe is red	The nurse's shoe is red. The witch's shoe is red.
Set37	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's shoe is red	The shoe of the witch is red	The nurse's shoe is red. The shoe of the witch is red.
Set37	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The shoe of the nurse is red	The witch's shoe is red	The shoe of the nurse is red. The witch's shoe is red.
Set37	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The shoe of the nurse is red	The shoe of the witch is red	The shoe of the nurse is red. The shoe of the witch is red.
Set37	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's deer is red	The witch's shoe is red	The nurse's deer is red. The witch's shoe is red.
Set37	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's deer is red	The shoe of the witch is red	The nurse's deer is red. The shoe of the witch is red.
Set37	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The deer of the nurse is red	The witch's shoe is red	The deer of the nurse is red. The witch's shoe is red.
Set37	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The deer of the nurse is red	The shoe of the witch is red	The deer of the nurse is red. The shoe of the witch is red.
Set38	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's egg is yellow	The witch's egg is yellow	The nurse's egg is yellow. The witch's egg is yellow.
Set38	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's egg is yellow	The egg of the witch is yellow	The nurse's egg is yellow. The egg of the witch is yellow.
Set38	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The egg of the nurse is yellow	The witch's egg is yellow	The egg of the nurse is yellow. The witch's egg is yellow.
Set38	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The egg of the nurse is yellow	The egg of the witch is yellow	The egg of the nurse is yellow. The egg of the witch is yellow.
Set38	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nurse's horse is yellow	The witch's egg is yellow	The nurse's horse is yellow. The witch's egg is yellow.
Set38	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nurse's horse is yellow	The egg of the witch is yellow	The nurse's horse is yellow. The egg of the witch is yellow.
Set38	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The horse of the nurse is yellow	The witch's egg is yellow	The horse of the nurse is yellow. The witch's egg is yellow.
Set38	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The horse of the nurse is yellow	The egg of the witch is yellow	The horse of the nurse is yellow. The egg of the witch is yellow.
Set39	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's skateboard is blue	The pirate's skateboard is blue	The nun's skateboard is blue. The pirate's skateboard is blue.
Set39	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's skateboard is blue	The skateboard of the pirate is blue	The nun's skateboard is blue. The skateboard of the pirate is blue.
Set39	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The skateboard of the nun is blue	The pirate's skateboard is blue	The skateboard of the nun is blue. The pirate's skateboard is blue.
Set39	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The skateboard of the nun is blue	The skateboard of the pirate is blue	The skateboard of the nun is blue. The skateboard of the pirate is blue.
Set39	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's bottle is blue	The pirate's skateboard is blue	The nun's bottle is blue. The pirate's skateboard is blue.
Set39	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's bottle is blue	The skateboard of the pirate is blue	The nun's bottle is blue. The skateboard of the pirate is blue.
Set39	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The bottle of the nun is blue	The pirate's skateboard is blue	The bottle of the nun is blue. The pirate's skateboard is blue.
Set39	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The bottle of the nun is blue	The skateboard of the pirate is blue	The bottle of the nun is blue. The skateboard of the pirate is blue.
Set40	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's palmtree is green	The nun's palmtree is green	The priest's palmtree is green. The nun's palmtree is green.
Set40	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's palmtree is green	The palmtree of the nun is green	The priest's palmtree is green. The palmtree of the nun is green.
Set40	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The palmtree of the priest is green	The nun's palmtree is green	The palmtree of the priest is green. The nun's palmtree is green.
Set40	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The palmtree of the priest is green	The palmtree of the nun is green	The palmtree of the priest is green. The palmtree of the nun is green.
Set40	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's table is green	The nun's palmtree is green	The priest's table is green. The nun's palmtree is green.
Set40	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's table is green	The palmtree of the nun is green	The priest's table is green. The palmtree of the nun is green.
Set40	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The table of the priest is green	The nun's palmtree is green	The table of the priest is green. The nun's palmtree is green.
Set40	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The table of the priest is green	The palmtree of the nun is green	The table of the priest is green. The palmtree of the nun is green.
Set41	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's thermos is yellow	The boy's thermos is yellow	The girl's thermos is yellow. The boy's thermos is yellow.
Set41	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's thermos is yellow	The thermos of the boy is yellow	The girl's thermos is yellow. The thermos of the boy is yellow.
Set41	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The thermos of the girl is yellow	The boy's thermos is yellow	The thermos of the girl is yellow. The boy's thermos is yellow.
Set41	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The thermos of the girl is yellow	The thermos of the boy is yellow	The thermos of the girl is yellow. The thermos of the boy is yellow.
Set41	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's carrot is yellow	The boy's thermos is yellow	The girl's carrot is yellow. The boy's thermos is yellow.
Set41	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's carrot is yellow	The thermos of the boy is yellow	The girl's carrot is yellow. The thermos of the boy is yellow.
Set41	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The carrot of the girl is yellow	The boy's thermos is yellow	The carrot of the girl is yellow. The boy's thermos is yellow.
Set41	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The carrot of the girl is yellow	The thermos of the boy is yellow	The carrot of the girl is yellow. The thermos of the boy is yellow.
Set42	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's present is blue	The nun's present is blue	The wizard's present is blue. The nun's present is blue.
Set42	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's present is blue	The present of the nun is blue	The wizard's present is blue. The present of the nun is blue.
Set42	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The present of the wizard is blue	The nun's present is blue	The present of the wizard is blue. The nun's present is blue.
Set42	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The present of the wizard is blue	The present of the nun is blue	The present of the wizard is blue. The present of the nun is blue.
Set42	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's closet is blue	The nun's present is blue	The wizard's closet is blue. The nun's present is blue.
Set42	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's closet is blue	The present of the nun is blue	The wizard's closet is blue. The present of the nun is blue.
