raw,sentids,filename,img_id,positive_sentence,negative_sentence,label,split,num_labels
"[""Five men, one wearing a white shirt standing on something, hanging up a picture of a child."", ""A person is hanging up pictures of women with a few onlookers watching surrounded by bikes."", ""A man in a white shirt hangs a painting in a run down store while other men watch."", ""There are four Eastern guys working on and hanging pictures of humans."", ""A man is putting up a poster in front of a shop.""]","[1670, 1671, 1672, 1673, 1674]",111285749.jpg,334,A man in a white shirt hangs a picture of a child in a run down store.,The picture of a child that is hung by a man in a white shirt is in a run down store.,4,train,8
"[""A little toddler dressed in white is smiling while a lady helps him wave a flag."", ""A baby in a white garment holds a flag with crescent moon and star."", ""A baby is holding a small black flag with a moon and a star on it."", ""Baby in white outfit holding black and white flag."", ""A baby wearing a white gown waves a Muslim flag.""]","[1870, 1871, 1872, 1873, 1874]",1122944218.jpg,374,A baby in white holds a black flag with a moon and star while a lady helps wave it.,The black flag with a moon and star that is held by a baby in white is waved by a lady helping.,4,test,8
"[""A group of young children kick around a ball on a field with a body of water in the background."", ""Group of children playing soccer with body of water in the background."", ""Some children are playing football with a seacoast in the background."", ""A number of children enjoy themselves on the coast of a city."", ""Children are playing soccer on a rocky beach.""]","[1895, 1896, 1897, 1898, 1899]",112459543.jpg,379,A group of young children kick a ball on a field near a body of water.,The ball that is kicked by a group of young children is on a field near a body of water.,4,test,12
"[""A man in a suit reading a from a piece of paper in front of a nude sculpture."", ""The man in the suit is standing near the naked sculpture."", ""A man wearing a red tie standing in front of a statue."", ""A man standing beside the back of a nude statue."", ""A man is looking at a piece of paper.""]","[1865, 1866, 1867, 1868, 1869]",112264837.jpg,373,A man in a suit reads from a piece of paper in front of a nude sculpture.,The piece of paper that is read by a man in a suit is in front of a nude sculpture.,4,train,8
"[""A woman in a red tank top is cutting a hamburger in half with a spatula while opening or closing a drawer with the other hand."", ""A woman wearing a red tank top is cutting a hamburger in half."", ""A woman in red cuts a burger in half with a spatula."", ""A young woman is fixing a hamburger in a kitchen."", ""A woman in pink cuts a hamburger with a spatula.""]","[1855, 1856, 1857, 1858, 1859]",112245524.jpg,371,A woman in a red tank top cuts a hamburger with a spatula.,The hamburger that is cut by a woman in a red tank top is on the counter.,4,test,8
"[""People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees."", ""Three people on two dirt-bikes and one four-wheeler are riding through brown grass."", ""Three people ride off-road bikes through a field surrounded by trees."", ""Three people on motorbikes follow a trail through dry grass."", ""Three people are riding around on ATV's and motorcycles.""]","[1850, 1851, 1852, 1853, 1854]",112243673.jpg,370,Three people ride ATVs and dirt bikes on a worn path in a field.,The ATVs and dirt bikes that are ridden by three people are on a worn path in a field.,4,train,8
"[""Blond girl in a yellow-belt martial arts uniform standing in front of a door and carrying a large trophy."", ""A young girl smiles for the camera while holding a large trophy."", ""A girl in a white outfit with a yellow belt is holding a trophy."", ""A young girl in a karate uniform holding a large trophy."", ""Little girl holding a karate trophy.""]","[1840, 1841, 1842, 1843, 1844]",112220869.jpg,368,A girl in a karate uniform with a yellow belt holds a large trophy in front of a door.,The large trophy that is held by a girl in a karate uniform with a yellow belt is in front of a door.,4,train,6
"[""A man wearing a yellow shirt and tan pants plays golf outside while being watched by other people."", ""A guy in a yellow shirt and light brown slacks is playing golf while the crowd watch."", ""Behind the fence spectators are looking at the golfer with the club in his hand."", ""Tiger woods putts a golf ball toward a hole."", ""Tiger woods about to make a putt""]","[1835, 1836, 1837, 1838, 1839]",1122177096.jpg,367,A man in a yellow shirt putts a golf ball while spectators watch.,The golf ball that is putted by a man in a yellow shirt is watched by spectators.,4,train,8
"[""Man is standing on white sand and holding a snowboard."", ""A guy stands in the sand with a snowboard behind him."", ""A man with his surfboard stands in the sand."", ""A man holds his snowboard in the sand."", ""A man holds a surfboard on the beach.""]","[1825, 1826, 1827, 1828, 1829]",112178718.jpg,365,A man holds a snowboard on white sand.,The snowboard that is held by a man is on white sand.,4,train,2
"[""Two men in construction vests are working on the side of a street with machines."", ""Two construction workers are working on repairing a cobblestone walkway."", ""Two construction workers operate a machine that steams the street."", ""Workman are completing repairs on a city street."", ""Two construction workers work on a road.""]","[1820, 1821, 1822, 1823, 1824]",11214470.jpg,364,Two construction workers repair a cobblestone walkway on a city street.,The cobblestone walkway that is repaired by two construction workers is on a city street.,4,train,8
"[""A man in jeans and a yellow safety jacket is working on bricks in the ground."", ""A man with a safety vest is kneeling down and cleaning the bricks."", ""A man in a yellow vest and jeans is caulking a sidewalk."", ""A man with a router working on the sidewalk."", ""A man grinding stones with a tool.""]","[1815, 1816, 1817, 1818, 1819]",11214370.jpg,363,A man in a yellow safety jacket works on bricks in the ground.,The bricks that are worked on by a man in a yellow safety jacket are in the ground.,4,train,8
"[""Men with reflective safety jackets on are working on a street intersection with many orange reflective cones."", ""Three construction workers in bright vests prepare road to be worked on."", ""Men wearing orange safety vest are working on street repairs."", ""A group of men in orange safety vests are working."", ""Three construction men are working.""]","[1810, 1811, 1812, 1813, 1814]",11214205.jpg,362,Men in reflective safety jackets work on a street intersection with many orange cones.,The street intersection that is worked on by men in reflective safety jackets has many orange cones.,4,train,4
"[""A man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle."", ""A man wearing all white is walking on a rope attached to a bike while surrounded by people."", ""A bike sitting in a street with a rope tied to it and a guy walking on the rope."", ""A street performer is performing with a bike in the foreground."", ""A man is doing a trick with a bike.""]","[1795, 1796, 1797, 1798, 1799]",11205420.jpg,359,A man in white walks on a yellow rope attached to a bicycle.,The yellow rope that is walked on by a man in white is attached to a bicycle.,4,test,6
"[""A man in red pants balancing on a blue object with his hands"", ""A man wearing red pants is balancing on a blue sculpture."", ""A man is raised up on his hands on a blue platform."", ""A man in red pants jumping on a park table."", ""An athlete leaping over an obstacle.""]","[1780, 1781, 1782, 1783, 1784]",111908743.jpg,356,A man in red pants balances on a blue object in a park.,The blue object that is balanced on by a man in red pants is in a park.,4,train,2
"[""The ball boys are waiting on the side lines of the tennis court while they watch the lady hitting the ball."", ""A tennis match is in progress with ball chasers on the sidelines with an audience in the background."", ""A game of tennis is shown with one of the female players about to hit the ball."", ""A woman in a white shirt and pink skirt is about to hit a tennis ball."", ""Two boys are ready to receive a ball at a tennis match.""]","[1740, 1741, 1742, 1743, 1744]",111796099.jpg,348,A woman in a white shirt and pink skirt hits a tennis ball on the court.,The tennis ball that is hit by a woman in a white shirt and pink skirt is on the court.,4,train,6
"[""Black and white bird standing on hand of someone holding sunflower seeds"", ""The small bird is clinging to a finger of the hand holding the seeds."", ""A black and white bird eating seeds out of someone's hand"", ""A small bird sits in a person's hand and eats seeds."", ""A black and white bird standing on a hand.""]","[1735, 1736, 1737, 1738, 1739]",111766423.jpg,347,A black and white bird eats sunflower seeds from someone's hand.,The sunflower seeds that are eaten by a black and white bird are in someone's hand.,4,train,14
"[""A black dog runs along the beach and jumps over a wood barrior."", ""A dog jumping over a small wall at a beach near the water."", ""A black dog is jumping over a log along a beach."", ""An animal is running on the beach."", ""A dog is running on the beach.""]","[1720, 1721, 1722, 1723, 1724]",1115679311.jpg,344,A black dog jumps over a wood barrier on the beach.,The wood barrier that is jumped over by a black dog is on the beach.,4,train,6
"[""The little girl is playing with a toy in a public fountain."", ""A little girl playing in water on a frog sculpture."", ""A child playing with a fountain at the beach."", ""A girl looks at a fountain that sprays water."", ""A child plays with a fountain.""]","[1715, 1716, 1717, 1718, 1719]",1115565519.jpg,343,A little girl plays with a fountain at the beach.,The fountain that is played with by a little girl is at the beach.,4,train,2
"[""The person has a striped shirt on and is holding on to a rope on a mountain."", ""A kid rock climbing against the backdrop of a green valley"", ""The person in the striped shirt is mountain climbing."", ""A woman in a striped shirt climbs up a mountain."", ""A young man climbs a rocky hill.""]","[1700, 1701, 1702, 1703, 1704]",111497985.jpg,340,A person in a striped shirt holds a rope on a mountain.,The rope that is held by a person in a striped shirt is on a mountain.,4,train,6
"[""A man and two women are playing a board game at a wooden table while drinking alcohol."", ""Three people around a table playing a board game and drinking beer."", ""Two ladies and a man playing a card game and drinking beer."", ""Three people are sitting around a table playing a game."", ""A group of people playing a board game.""]","[1690, 1691, 1692, 1693, 1694]",111413806.jpg,338,Three people play a board game on a wooden table with beer.,The board game that is played by three people is on a wooden table with beer.,4,train,6
"[""Two Asian men are riding on a motorcycle in the midst of a crowd full of other motorcycle riders."", ""Three young men, two riding a motorbike on a busy street, looking at something and smiling."", ""Three oriental men are riding on a red moped scooter in the city with many people."", ""A group of motorcyclist are ridding through the streets."", ""Boys on a motor-scooter riding down a busy urban street.""]","[1685, 1686, 1687, 1688, 1689]",111390902.jpg,337,Three oriental men ride a red moped scooter on a busy city street.,The red moped scooter that is ridden by three oriental men is on a busy city street.,4,train,6
"[""A blond child is wearing blue goggles and a green Speedo tank top while swimming underwater."", ""A girl in a green Speedo top and blue goggles holds her breath underwater."", ""A boy underwater with someone helping him to swim"", ""A child swimming underneath the water."", ""A child is swimming with goggles on.""]","[1680, 1681, 1682, 1683, 1684]",1113186657.jpg,336,A blond child wears blue goggles underwater.,The blue goggles that are worn by a blond child are underwater.,4,train,2
"[""A kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him."", ""A woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face."", ""A lady and a boy who is having ice cream are sitting together."", ""A child finishing an ice cream cone mugs for the camera."", ""A boy in a Gap hat is making a silly face.""]","[1665, 1666, 1667, 1668, 1669]",1112334131.jpg,333,A boy in a Gap hat holds an ice cream cone while he makes a funny face.,The ice cream cone that is held by a boy in a Gap hat is in his hand while he makes a funny face.,4,train,6
"[""Three men are riding on an elephant with a shack in the background and two of them are wearing hats."", ""Three guys riding on an elephant with a house-like structures and trees in the background."", ""Three young men are riding an elephant, sitting in what's called a howdah."", ""Three men seated on an elephant in a small village."", ""Two men and a shirtless boy are on an elephant.""]","[1490, 1491, 1492, 1493, 1494]",110201971.jpg,298,Three men ride an elephant in a small village.,The elephant that is ridden by three men is in a small village.,4,test,8
"[""An older woman stir fries vegetables in a home kitchen, with a counter crowded with jars and bottles in the background."", ""An Indian woman in traditional clothing cooks vegetables on her stove."", ""An elderly woman is cooking dinner in a frying pan."", ""An elderly woman pan frying food in a kitchen."", ""A white-haired woman in cooking vegetables.""]","[1210, 1211, 1212, 1213, 1214]",1088385559.jpg,242,An elderly woman cooks vegetables that are in a frying pan.,The vegetables that were cooked by an elderly woman are in a frying pan.,4,train,8
"[""A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done."", ""There is a pancake pan cooking a pancake and a man is rolling it over on its opposite side with a spatula."", ""A man's hand is shown helping a spatula to flip a pancake from a square frying pan in a messy kitchen."", ""Two hands are flipping some food in a cast iron pan, with a spatula."", ""A man makes a perfect, golden crepe.""]","[1460, 1461, 1462, 1463, 1464]",1099434461.jpg,292,A man flips a square pancake with a spatula in a cast iron pan.,The square pancake that is flipped by a man with a spatula is in a cast iron pan.,4,test,10
"[""There are workers laying out the tracks for a trolley."", ""Men in orange vests are laying train track down."", ""Men wearing orange vests working on a railroad."", ""A group of men work on some streetcar rails."", ""Men in safety vests are working on a track.""]","[1155, 1156, 1157, 1158, 1159]",1082478946.jpg,231,Men in orange vests lay train track that is down.,The train track that was laid by men in orange vests is down.,4,train,6
"[""A woman wearing a pink shirt and red apron stands in her restaurant holding food and surrounded by bagged breads, a microwave and the chalkboard menu up on the wall."", ""Woman wearing a yellow hat, pink shirt, and red apron is holding food in a kitchen."", ""Employee in pink shirt smiles for camera inside a restaurant kitchen."", ""A woman holding a bowl of food in a kitchen."", ""Women in store happily holding some food.""]","[1140, 1141, 1142, 1143, 1144]",1082250005.jpg,228,A woman in a pink shirt holds food that is in a kitchen.,The food that was held by a woman in a pink shirt is in a kitchen.,4,train,4
"[""A man kneels on the ground doing some sort of project on his own."", ""Woman with blue gloves working on the sidewalk with some cleaner"", ""A short, brown hair girl is assembling a pink roof cover."", ""A woman assembles a white metal frame on the sidewalk."", ""A young woman sands down an old shelf.""]","[1135, 1136, 1137, 1138, 1139]",1082223338.jpg,227,A woman assembles a white metal frame that is on the sidewalk.,The white metal frame that was assembled by a woman is on the sidewalk.,4,train,4
"[""Two gentlemen in baseball caps and shirts, work on the engine of an old, rusted VW beetle."", ""An older guy looking at a classic, rustic, volkswagen beetle."", ""Two men working on a yellow Volkswagen beetle."", ""Two men looking at a beat up old car."", ""Two men are working on an old car.""]","[1130, 1131, 1132, 1133, 1134]",1082110795.jpg,226,Two men work on a yellow Volkswagen beetle that is old.,The yellow Volkswagen beetle that was worked on by two men is old.,4,train,4
"[""A group of construction workers dressed in orange safety vest sit on the ground assembling a railroad track."", ""Several workers in orange vests are repairing tram rails, as onlookers stand by."", ""Workers wearing reflective vests working near a train car."", ""Rail workers working on train tracks in the city."", ""There are laborers working on a train track.""]","[1125, 1126, 1127, 1128, 1129]",1081595465.jpg,225,Workers in orange vests repair tram rails that are in the city.,The tram rails that were repaired by workers in orange vests are in the city.,4,train,4
"[""Two men shoveling snow off a railroad track dressed in bright orange snowsuits."", ""Two men in orange coveralls shovel snow off railroad tracks."", ""Two men in hats and orange uniforms are shoveling snow."", ""Men at work shoveling snow from a rail track."", ""Emergency workers clearing the path.""]","[1115, 1116, 1117, 1118, 1119]",108149945.jpg,223,Two men in orange coveralls shovel snow that is off railroad tracks.,The snow that was shoveled by two men in orange coveralls is off railroad tracks.,4,test,6
"[""A person with brown pants is sitting around a fenced area that has sparks flying."", ""A man in workman's gear is welding an I beam above a chain link fence."", ""A man is wearing brown pants and boots, while welding."", ""Construction worker, welding on high beam."", ""A metal worker doing some kind of work.""]","[1090, 1091, 1092, 1093, 1094]",107936523.jpg,218,A man in brown pants welds an I beam that is above a chain link fence.,The I beam that was welded by a man in brown pants is above a chain link fence.,4,test,6
"[""Two people are preparing food in a restaurant kitchen."", ""The cooks are preparing hamburgers for the customers."", ""Two chefs prepare burgers in a restaurant kitchen."", ""Two men preparing food in a kitchen."", ""Two cooks in the kitchen cooking.""]","[1080, 1081, 1082, 1083, 1084]",1079013716.jpg,216,Two chefs prepare burgers that are in a restaurant kitchen.,The burgers that were prepared by two chefs are in a restaurant kitchen.,4,test,8
"[""A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him."", ""A man in a wetsuit is throwing a toddler up in the air and is ready to catch him."", ""A man in a wetsuit is throwing a baby wearing a wetsuit up into the air."", ""While water droplets fly, a man throws a little boy up in the air."", ""The man is in the pool and throwing a small boy into the air.""]","[1070, 1071, 1072, 1073, 1074]",1077931201.jpg,214,A man in a wetsuit throws a toddler that is up in the air.,The toddler that was thrown by a man in a wetsuit is up in the air.,4,train,2
"[""A woman with red-brown hair and dark painted fingernails is carefully applying mascara."", ""A woman with reddish hair applies mascara to her eyelashes."", ""A woman is carefully applying mascara to her eyelashes."", ""A woman applies mascara to her eyelash."", ""A woman is applying mascara.""]","[1165, 1166, 1167, 1168, 1169]",1083240835.jpg,233,A woman with reddish hair applies mascara that is to her eyelashes.,The mascara that was applied by a woman with reddish hair is to her eyelashes.,4,test,8
"[""A little boy rides a bike down a hill on a miniature dirt bike."", ""A young boy in a helmet rides a bike on the road."", ""A child with a helmet on his head rides a bike."", ""The young boy pedals quickly at a BMX race."", ""The little boy rides his bicycle in a race.""]","[1035, 1036, 1037, 1038, 1039]",1075716537.jpg,207,A young boy in a helmet rides a bike that is on the road.,The bike that was ridden by a young boy in a helmet is on the road.,4,test,4
"[""Two brunette women in jackets sitting against a wall and looking at the same magazine."", ""A woman is reading a magazine over another woman's shoulder."", ""Fuzzy photo of two girls reading a magazine."", ""Two women are reading the same magazine."", ""Two women reading a magazine.""]","[1020, 1021, 1022, 1023, 1024]",107368840.jpg,204,Two women read a magazine that is the same.,The magazine that was read by two women is the same.,4,test,4
"[""A man in a yellow shirt and black shorts getting ready to throw a javelin."", ""A man wearing a yellow shirt is throwing a javelin on a track."", ""An Asian man is throwing a javelin in a yellow shirt."", ""A teenage guy wearing glasses is throwing a javelin."", ""A man with a yellow shirt throwing a javelin.""]","[1005, 1006, 1007, 1008, 1009]",1073145694.jpg,201,A man in a yellow shirt throws a javelin that is on a track.,The javelin that was thrown by a man in a yellow shirt is on a track.,4,train,6
"[""A young helmeted man, in his team uniform, is swinging his bat at an incoming baseball."", ""A young boy wearing a Giants jersey swings a baseball bat at an incoming pitch."", ""A boy playing for the Giants baseball team swinging at a baseball."", ""A child swings a baseball bat at the ball."", ""This little boy hitting a ball.""]","[1000, 1001, 1002, 1003, 1004]",1072439304.jpg,200,A boy in a Giants jersey swings a baseball bat that is at an incoming pitch.,The baseball bat that was swung by a boy in a Giants jersey is at an incoming pitch.,4,train,4
"[""A man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover."", ""Man in bright yellow vest displays bicycle safety information on street."", ""A man and woman talking are interrupted and a man covers his face."", ""A man in a vest is sitting in a chair and holding magazines."", ""A construction worker holds a sign about bicycling.""]","[995, 996, 997, 998, 999]",1071201387.jpg,199,A man in a reflective vest holds pamphlets that have bicycles on the cover.,The pamphlets that were held by a man in a reflective vest have bicycles on the cover.,4,train,6
"[""A man in a black shirt is riding a mule trough the desert, with the sun shining in the background."", ""An old weathered, bearded man wearing all black, riding a beautiful white donkey on white rocks."", ""A man wearing black is riding a white horse with numerous rocks around him."", ""A gray bearded man in black clothing riding a horse on a rocky path."", ""Man with gray hair and a black outfit riding a white horse.""]","[985, 986, 987, 988, 989]",106959209.jpg,197,A man in black rides a white horse that is on a rocky path.,The white horse that was ridden by a man in black is on a rocky path.,4,train,8
"[""A man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins."", ""A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it."", ""A man is bowling at an alley with cosmic imagery including bowling balls and pins above the lanes."", ""A man stand there after rolling a bowling ball down a lane."", ""Man finished throwing bowling ball towards bowling pins.""]","[980, 981, 982, 983, 984]",1068427675.jpg,196,A man throws a bowling ball that is down a lane.,The bowling ball that was thrown by a man is down a lane.,4,test,8
"[""A black and white dog is attempting to catch a yellow and purple object in a low cut yard."", ""A black dog is jumping up to catch a purple and green toy."", ""A black and white dog jumps after a yellow toy."", ""A black and white dog jumps to get the Frisbee."", ""A dog jumps to catch a toy.""]","[970, 971, 972, 973, 974]",1067180831.jpg,194,A black and white dog catches a yellow toy that is in the air.,The yellow toy that was caught by a black and white dog is in the air.,4,test,8
"[""Two men work together to attach pieces of wood in a room set up for carpentry."", ""Two men are working on a wooden structure in their warehouse."", ""Two men are working on a carpentry project with hand tools."", ""Two men are working on putting together a wooden frame."", ""Two men are building something out of wood.""]","[1905, 1906, 1907, 1908, 1909]",112604461.jpg,381,Two men build a wooden structure in a warehouse with carpentry tools.,The wooden structure that is built by two men is in a warehouse with carpentry tools.,4,train,8
"[""A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs."", ""A doctor and nurses in blue scrubs are performing an operation."", ""A surgeon and surgical staff operating on a patient."", ""A surgeon and two assistants perform an operation."", ""Surgical team performing surgery.""]","[965, 966, 967, 968, 969]",106691539.jpg,193,A surgeon and two assistants perform an operation that is on a patient.,The operation that was performed by a surgeon and two assistants is on a patient.,4,test,6
"[""Two men are squatting with one man lighting a stick from a candle flame and the other man has his hands folded looking at the ground while a person wearing a bracelet has a phone to their ear."", ""Two men are hunched down in front of candles in what appears to be a kind of vigil."", ""At night, two men in glasses crouch near some plants."", ""Two men squat to light candles at night."", ""A man with glasses lighting a candle.""]","[1025, 1026, 1027, 1028, 1029]",10751489.jpg,205,A man with glasses lights a candle that is at night.,The candle that was lit by a man with glasses is at night.,4,train,2
"[""A woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness."", ""A woman in blue shorts and a white shirt is indoor rock climbing."", ""The girl is in a harness, climbing rocks."", ""Woman climbing an artificial rock wall."", ""The girl is climbing a rock wall.""]","[1175, 1176, 1177, 1178, 1179]",1084104085.jpg,235,A woman in blue shorts climbs an artificial rock wall that is red.,The artificial rock wall that was climbed by a woman in blue shorts is red.,4,train,6
"[""An older, male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding."", ""A man in a yellow vest is standing on the wall above the scaffold."", ""A man in a reflective jacket positions himself on scaffolding."", ""A construction worker is on climbing on top of a building."", ""A man climbs down a scaffolding.""]","[1190, 1191, 1192, 1193, 1194]",10863862.jpg,238,A man in a yellow vest climbs scaffolding that is on a building.,The scaffolding that was climbed by a man in a yellow vest is on a building.,4,test,4
"[""Several children playing on a Polaris vehicle outdoors."", ""The children played on the four wheeler in the field."", ""A family playing on a tractor on a beautiful day"", ""The four kids are riding on an ATV in a field."", ""Children ride a tractor in a field.""]","[1205, 1206, 1207, 1208, 1209]",1087539207.jpg,241,Four kids ride an ATV that is in a field.,The ATV that was ridden by four kids is in a field.,4,test,8
"[""A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer."", ""A woman with dark hair wearing a bikini is sitting on a beach."", ""A young woman, sitting in the sand, has her eyes closed."", ""A woman on the beach getting hit with a blow up hammer."", ""A woman sitting on the beach closes her eyes.""]","[1455, 1456, 1457, 1458, 1459]",1099034049.jpg,291,An inflated hammer hits the woman in a bikini on the beach.,The woman in a bikini that is hit by an inflated hammer is sitting on the beach.,4,train,6
"[""A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building."", ""An ATV is airborne over a field in front of a white structure."", ""A man on a four-wheeler jumps near a small building."", ""A man jumps gin the air while riding an ATV"", ""Man on four wheeler in the air.""]","[1450, 1451, 1452, 1453, 1454]",109823397.jpg,290,A person in a tan jacket jumps a quad over a harvested cornfield.,The quad that is jumped by a person in a tan jacket is over a harvested cornfield.,4,train,6
"[""A person is riding an orange ATV in a large empty field."", ""A man on a four wheeler is flying through the air."", ""A four wheeler jumping in an empty field."", ""Man jumping with all terrain vehicle"", ""Man on an ATV catching air!""]","[1445, 1446, 1447, 1448, 1449]",109823395.jpg,289,A person rides an orange ATV through the air in an empty field.,The orange ATV that is ridden by a person is airborne in an empty field.,4,train,6
"[""Three people on ATVs in a brown field turn their heads to look at the camera."", ""Three people ride their four wheelers through the field."", ""Three people on four wheel ATV's in a field."", ""Three people on ATV's outside."", ""Three people drive ATVs.""]","[1440, 1441, 1442, 1443, 1444]",109823394.jpg,288,Three people drive ATVs in a brown field.,The ATVs that are driven by three people are in a brown field.,4,train,8
"[""A very young girl playing with a bubble-blowing wand, holding a bottle of bubble solution and walking through a park or field."", ""A little girl with brown hair is blowing the petals off of a flower."", ""A small girl in a dress blows bubbles in a grassy field."", ""A little girl is blowing bubbles in a field."", ""A little girl blowing bubbles.""]","[1435, 1436, 1437, 1438, 1439]",1097710887.jpg,287,A little girl in a dress blows bubbles in a grassy field.,The bubbles that are blown by a little girl are in a grassy field.,4,train,6
"[""A young boy wearing a black shirt, brown pants and a black watch has his hand on a white folded chair which is on the top of a large stack of similar folding chairs."", ""A young man wearing a black shirt takes a folding chair from a large stack."", ""A person helping to set up chairs for a big event."", ""A young man in a black shirt stacks chairs."", ""A boy is setting up folding chairs.""]","[1425, 1426, 1427, 1428, 1429]",1097463464.jpg,285,A young boy in a black shirt stacks white folding chairs.,The white folding chairs that are stacked by a young boy are near a wall.,4,train,6
"[""A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place."", ""Two men cleaning snow from a roof, one's in a lifter, while the other is actually on the roof."", ""A man shoveling snow off the roof of a building."", ""Two people working on removing snow from a roof."", ""Two men work to shovel snow from rooftops.""]","[1420, 1421, 1422, 1423, 1424]",109741554.jpg,284,Two men shovel snow from the roof of a building.,The snow that is shoveled by two men is on the roof of a building.,4,train,8
"[""Two helmeted men sit on yellow snowmobiles while another man stands behind watching."", ""People pose with helmets and goggles on while riding snowmobiles."", ""Several people are taking a break while on a snowmobiling ride."", ""People are riding around on snowmobiles."", ""Three people and two snowmobiles.""]","[1415, 1416, 1417, 1418, 1419]",109738916.jpg,283,Helmeted people ride yellow snowmobiles in a rural area.,The yellow snowmobiles that are ridden by helmeted people are in a rural area.,4,train,6
"[""A black and white dog is being soaked with a jet of water in a blue paddling pool."", ""A dog sticking its face into the shower from a garden hose."", ""A black and white dog drinking water from a water spray."", ""A white and black dog is jumping into a pool."", ""A small white dog gets sprayed by water""]","[1385, 1386, 1387, 1388, 1389]",1096097967.jpg,277,Water from a hose sprays the black and white dog in a blue pool.,The black and white dog that is sprayed by water is in a blue pool.,4,train,6
"[""Two men barbecuing on the grill with a little girl playing in background."", ""There are two people grilling food near a body of water."", ""Two men stand behind a grill near the ocean."", ""Two men barbecuing at a beach."", ""Two men are grilling out.""]","[1365, 1366, 1367, 1368, 1369]",10956999.jpg,273,Two men grill food that is near the ocean.,The food that was grilled by two men is near the ocean.,4,train,6
"[""A little boy in a striped shirt and blue jeans is blowing bubbles from a red container."", ""A young jean-clad boy is sitting on brown grass blowing bubbles out of a red container."", ""One young boy is sitting outside on a cool day blowing bubbles."", ""Young boy sitting down outside and blowing bubbles."", ""A boy has blown four bubbles on the lawn.""]","[1345, 1346, 1347, 1348, 1349]",109544260.jpg,269,A young boy blows bubbles that are from a red container.,The bubbles that were blown by a young boy are from a red container.,4,train,6
"[""A woman smiles while holding several green peppers at a grocery stand."", ""A young woman holds a red and green pepper at a vegetable stand."", ""A girl working at a farm market selling peppers."", ""A woman smiles as she holds some bell peppers."", ""Woman with a tank top buying green peppers.""]","[1335, 1336, 1337, 1338, 1339]",1095109931.jpg,267,A woman holds bell peppers that are at a vegetable stand.,The bell peppers that were held by a woman are at a vegetable stand.,4,train,10
"[""A young black person wearing a green shirt and a jacket using a sewing machine."", ""A woman wearing a brown headscarf works at a sewing machine."", ""Woman meticulously working with a sewing machine."", ""A black woman using a sowing machine."", ""Woman with a brown headscarf sewing.""]","[1325, 1326, 1327, 1328, 1329]",1094606832.jpg,265,A woman in a brown headscarf uses a sewing machine that is at a table.,The sewing machine that was used by a woman in a brown headscarf is at a table.,4,train,4
"[""A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk."", ""A woman in a blue dress stands with a chalk portrait of two children playing by a stream."", ""A woman stands next to a chalk drawing in front of a barn-like structure."", ""A woman stands outside near an elaborate chalk illustration."", ""A woman standing in front of a chalk drawing""]","[1305, 1306, 1307, 1308, 1309]",1093737381.jpg,261,A woman in a blue dress draws a picture that is on the sidewalk.,The picture that was drawn by a woman in a blue dress is on the sidewalk.,4,train,6
"[""A person climbs a tall, flat mountain while holding onto a safety rope."", ""A person is climbing a rock while holding onto a white rope."", ""A person climbing down a sheer rock cliff using a rope"", ""A person wearing a red vest climbs up a steep rock."", ""A person rappels down a steep incline.""]","[1290, 1291, 1292, 1293, 1294]",109260216.jpg,258,A person climbs a steep rock that has a white rope.,The steep rock that was climbed by a person has a white rope.,4,train,6
"[""Woman is enjoying herself being outdoors biking in a forrest preserve."", ""A girl in an orange tank top is walking her bike through the forrest."", ""A smiling woman in a peach tank top stands holding a mountain bike"", ""A happy teenage girl taking a break from her bike ride."", ""A girl smiles while holding her bike in a field.""]","[1285, 1286, 1287, 1288, 1289]",1092437557.jpg,257,A woman in a peach tank top holds a mountain bike that is in a field.,The mountain bike that was held by a woman in a peach tank top is in a field.,4,train,4
"[""Two golden brown horses pull a sleigh driven by a woman in a blue coat."", ""Two horses pull a carriage driven by a woman over snow covered ground."", ""Two horses pulling a sled steered by a smiling blond woman."", ""Two draft horses pull a cart through the snow."", ""Two horses are pulling a woman in a cart.""]","[1280, 1281, 1282, 1283, 1284]",109202801.jpg,256,Two horses pull a cart that is through the snow.,The cart that was pulled by two horses is through the snow.,4,train,6
